vehicle_id,driver_id,trip_id,manufacturer,car_model,manufacturing_year,vehicle_age_years,vehicle_weight_kg,battery_capacity_kwh,max_range_km,motor_power_kw,max_power_bhp,odometer_km,current_battery_percent,state_of_charge_soc,state_of_health_soh,battery_voltage,battery_temperature_c,battery_cycle_count,charging_status,charging_type,charging_power_kw,charging_duration_min,regenerative_braking_kwh,energy_consumed_kwh,energy_efficiency_wh_per_km,estimated_remaining_range_km,current_speed_kmph,average_speed_kmph,acceleration_rate,harsh_braking_count,sharp_turn_count,idle_time_minutes,brake_usage_frequency,driving_mode,driver_behavior_score,cruise_control_usage,trip_distance_km,trip_duration_min,start_city,destination_city,road_type,traffic_level,elevation_gain_m,avg_gradient_percent,stops_count,route_risk_score,outside_temperature_c,humidity_percent,weather_condition,wind_speed_kmph,road_condition,air_conditioning_usage,heater_usage,season,maintenance_status,maintenance_required,last_service_days,tire_pressure_psi,brake_health_percent,motor_temperature_c,inverter_temperature_c,error_codes_count,downtime_hours,in_garage_or_running,timestamp,hour,day_of_week,weekend_flag,month,quarter,trip_feasible,failure_risk_score,charging_time_remaining_min,anomaly_flag
EV_0010,DRV_007,TRIP_002039,Tata,Harrier EV,2026,0,2300,75.0,622,175.0,390.0,219436.34,81.29,81.29,94.26,328.39,39.0,1434,0,DC Fast,46.57,96.63,2.64,11.25,192.99,471.59,43.18,43.14,0.65,8,6,6.21,0.74,Eco,73.05,0,58.28,81.06,Bangalore,Chennai,Mixed,Medium,851.66,8.79,1,53.85,30.5,42.4,Stormy,51.81,Damaged,1,0,Winter,Good,0,59,38.7,88.0,52.09,51.11,7,100.7,Running,2025-01-18 11:38:14,11,Saturday,1,1,1,1,9.68,18.08,0
EV_0007,DRV_001,TRIP_002040,Mahindra,XEV 9S,2024,2,2150,79.0,679,210.0,282.0,67146.61,67.72,67.72,84.9,629.03,44.99,2734,0,Fast AC,14.67,323.11,13.93,2.76,213.42,387.81,51.56,49.95,4.89,6,12,20.74,0.26,Eco,55.33,0,12.94,15.54,Hyderabad,Pune,Mixed,High,125.71,0.16,4,92.58,35.81,65.44,Sunny,29.95,Good,1,0,Winter,Good,0,7,28.03,87.0,53.47,50.15,3,31.79,Running,2026-10-23 07:12:51,7,Friday,0,10,4,1,10.27,104.3,0
EV_0002,DRV_001,TRIP_002041,Tata,Harrier EV,2019,7,2300,75.0,622,175.0,390.0,156329.02,76.65,76.65,76.04,786.11,44.28,2315,0,Slow AC,3.01,1495.02,12.13,0.51,218.92,392.0,40.85,32.33,0.85,14,3,75.49,0.66,Normal,64.95,0,2.33,4.32,Chennai,Hyderabad,Mixed,High,1631.33,1.07,5,16.55,38.48,69.82,Sunny,14.94,Good,1,0,Winter,Good,0,159,29.15,65.0,63.74,51.82,0,113.67,Running,2025-02-08 21:27:25,21,Saturday,1,2,1,1,18.24,349.09,0
EV_0018,DRV_001,TRIP_002042,Tata,Harrier EV,2022,4,2300,75.0,622,175.0,390.0,67153.63,46.45,46.45,90.74,342.69,35.07,314,0,Slow AC,3.36,1339.29,6.87,2.39,219.26,237.19,77.78,69.98,4.85,10,5,13.13,0.35,Normal,57.95,0,10.91,9.35,Hyderabad,Pune,Mixed,Medium,835.53,9.41,4,30.83,27.9,67.27,Rainy,42.9,Wet,0,0,Monsoon,Good,0,26,35.45,77.0,51.78,46.42,10,162.4,Running,2025-06-27 19:10:39,19,Friday,0,6,2,1,17.57,717.19,0
EV_0008,DRV_001,TRIP_002043,Mahindra,BE 6,2024,2,1950,59.0,683,170.0,228.0,141378.54,22.53,22.53,94.35,506.05,45.93,412,1,Fast AC,15.01,235.84,7.16,10.04,200.23,138.33,79.71,61.58,7.81,7,13,32.13,0.51,Normal,43.07,0,50.12,48.83,Coimbatore,Kochi,Mixed,High,1875.65,8.69,3,90.63,34.69,54.57,Sunny,7.93,Good,1,0,Monsoon,Good,0,274,31.56,85.5,54.78,56.02,2,50.04,Running,2025-09-26 08:01:57,8,Friday,0,9,3,1,7.54,182.71,0
EV_0001,DRV_009,TRIP_002044,Tata,Harrier EV,2026,0,2300,75.0,622,175.0,390.0,46522.74,28.82,28.82,98.63,653.06,41.29,323,0,Fast AC,13.99,321.66,14.03,22.33,191.0,168.94,26.93,26.31,4.68,11,9,18.77,0.9,Normal,50.46,0,116.92,266.64,Mumbai,Kochi,City,Medium,1492.9,6.89,34,66.41,35.39,71.08,Cloudy,47.24,Good,1,0,Summer,Good,0,235,25.24,83.5,53.05,55.18,4,139.2,Running,2025-03-26 05:06:33,5,Wednesday,0,3,1,1,7.47,228.96,0
EV_0012,DRV_004,TRIP_002045,Mahindra,XEV 9S,2026,0,2150,79.0,679,210.0,282.0,53675.41,61.66,61.66,95.93,552.84,41.12,918,0,Fast AC,19.51,242.95,6.29,4.83,211.06,357.06,44.0,42.07,7.54,7,0,14.43,0.27,Sport,63.38,0,22.87,32.62,Chennai,Pune,City,Medium,1063.85,1.15,32,73.03,36.98,89.01,Sunny,35.87,Good,1,0,Summer,Good,0,104,36.55,89.5,58.12,44.24,7,182.99,Running,2025-03-17 03:12:50,3,Monday,0,3,1,1,8.89,93.15,0
EV_0020,DRV_009,TRIP_002046,MG,Comet EV,2022,4,815,17.3,230,41.42,41.42,93592.63,48.99,48.99,89.51,462.65,38.51,623,1,Slow AC,5.26,197.34,12.62,63.15,158.48,127.98,114.21,83.83,7.06,13,7,18.65,0.76,Sport,42.32,1,398.47,285.2,Bangalore,Bangalore,Highway,Medium,609.16,14.79,3,81.21,30.19,64.03,Rainy,4.54,Wet,1,0,Winter,Good,0,183,35.92,72.5,57.95,46.27,6,178.89,Running,2025-10-25 05:04:45,5,Saturday,1,10,4,0,16.0,100.66,0
EV_0004,DRV_007,TRIP_002047,Tata,Punch EV,2026,0,1300,40.0,350,95.0,127.0,21159.88,71.97,71.97,91.69,496.56,31.71,2078,0,Fast AC,8.7,275.86,3.77,13.99,108.7,417.12,36.2,33.28,2.5,15,12,5.81,0.42,Normal,44.5,0,128.7,232.03,Coimbatore,Bangalore,City,Medium,490.1,0.99,13,38.16,25.81,62.31,Rainy,51.49,Wet,0,0,Summer,Good,0,272,29.89,77.5,38.48,46.44,10,108.12,Running,2026-05-13 15:33:06,15,Wednesday,0,5,2,1,15.2,77.32,0
EV_0007,DRV_007,TRIP_002048,MG,ZS EV,2019,7,1540,50.3,461,129.0,174.33,138748.25,4.01,4.01,75.08,392.86,42.14,2731,1,Fast AC,13.47,224.05,7.42,4.41,240.73,13.82,138.79,109.12,4.04,12,5,4.34,0.47,Eco,56.38,1,18.32,10.07,Pune,Chennai,Highway,Low,444.1,8.59,3,86.76,31.86,63.58,Rainy,44.56,Wet,1,0,Monsoon,Warning,0,89,33.41,68.0,48.21,56.27,6,134.87,Running,2025-08-30 15:44:41,15,Saturday,1,8,3,0,22.23,215.07,0
EV_0006,DRV_007,TRIP_002049,Mahindra,XUV BXO EV,2021,5,1400,40.0,456,100.0,148.0,79838.73,45.28,45.28,82.47,737.45,27.03,1883,0,DC Fast,234.71,10.23,8.34,1.61,119.95,309.84,27.99,19.74,1.86,20,12,9.36,0.21,Normal,36.42,0,13.45,40.88,Coimbatore,Chennai,City,Medium,2111.38,13.17,10,10.1,22.07,54.24,Sunny,48.02,Good,0,0,Summer,Warning,0,167,33.0,60.0,43.64,33.55,6,77.82,Garage,2026-03-19 15:50:13,15,Thursday,0,3,1,1,21.38,5.6,0
EV_0018,DRV_010,TRIP_002050,MG,Windsor EV,2022,4,1800,52.9,449,100.0,134.0,232383.18,94.58,94.58,80.98,346.36,51.15,2428,0,Fast AC,17.51,181.27,3.32,30.85,192.8,396.47,50.9,38.06,3.73,18,7,76.29,0.09,Normal,42.31,0,160.02,252.26,Chennai,Coimbatore,City,High,1239.11,4.48,25,78.57,41.53,68.52,Cloudy,8.1,Good,1,0,Winter,Warning,0,275,29.6,65.0,59.39,65.74,9,59.89,Running,2026-11-24 19:34:47,19,Tuesday,0,11,4,1,22.25,9.82,0
EV_0011,DRV_006,TRIP_002051,Tata,Harrier EV,2020,6,2300,75.0,622,175.0,390.0,220683.81,91.23,91.23,80.7,463.64,32.86,1826,0,DC Fast,171.23,26.28,9.68,15.09,218.85,466.72,96.78,72.64,6.85,10,15,9.95,0.61,Eco,36.95,1,68.95,56.95,Coimbatore,Coimbatore,Highway,Medium,1793.23,11.19,3,48.11,24.47,64.38,Rainy,39.42,Wet,0,0,Monsoon,Good,0,13,32.66,73.0,43.54,39.0,4,127.58,Running,2026-09-30 17:21:11,17,Wednesday,0,9,3,1,17.57,2.3,0
EV_0007,DRV_009,TRIP_002052,Tata,Curvv EV,2018,8,1500,55.0,502,123.0,165.0,204536.87,63.9,63.9,82.62,346.36,38.46,346,0,Slow AC,6.59,500.76,11.92,22.54,153.48,376.21,46.99,34.75,5.33,9,3,88.19,0.7,Normal,61.51,0,146.89,253.62,Chennai,Pune,Mixed,High,2446.37,1.42,3,78.89,32.06,83.15,Foggy,18.91,Wet,1,0,Winter,Good,0,199,39.3,70.5,57.54,42.13,1,174.29,Running,2026-01-14 19:22:36,19,Wednesday,0,1,1,1,16.47,180.77,0
EV_0018,DRV_010,TRIP_002053,MG,ZS EV,2023,3,1540,50.3,461,129.0,174.33,127827.81,29.55,29.55,87.31,425.25,33.8,1673,1,Fast AC,7.09,425.67,14.97,0.2,148.22,165.43,58.04,49.66,7.98,11,2,69.35,0.22,Eco,51.06,0,1.36,1.64,Bangalore,Mumbai,Mixed,High,1792.87,7.56,4,39.61,29.84,68.02,Sunny,20.03,Good,0,0,Monsoon,Good,0,226,32.66,77.5,39.09,39.29,8,70.9,Running,2025-07-12 20:48:48,20,Saturday,1,7,3,1,16.3,299.88,0
EV_0004,DRV_005,TRIP_002054,Tata,Curvv EV,2023,3,1500,55.0,502,123.0,165.0,209635.7,52.34,52.34,92.67,718.69,46.97,228,0,Slow AC,6.82,483.87,12.15,31.05,175.73,269.13,67.6,56.28,7.57,0,5,15.81,0.1,Eco,69.79,0,176.67,188.35,Chennai,Chennai,Mixed,Medium,2224.98,12.28,2,62.24,37.09,75.28,Cloudy,52.65,Good,1,0,Monsoon,Good,0,305,31.32,94.0,59.81,50.6,4,176.7,Garage,2026-06-23 15:36:08,15,Tuesday,0,6,2,1,7.83,230.61,0
EV_0006,DRV_009,TRIP_002055,Mahindra,XUV BXO EV,2025,1,1400,40.0,456,100.0,148.0,230516.61,99.4,99.4,96.99,686.05,35.88,253,0,Fast AC,10.22,234.83,8.82,25.69,147.71,552.35,55.17,52.48,7.45,20,7,49.31,0.6,Eco,27.15,0,173.9,198.82,Coimbatore,Pune,City,High,1236.77,11.82,6,1.12,26.44,49.06,Stormy,55.15,Damaged,0,0,Summer,Good,0,302,33.16,68.0,43.13,39.53,2,51.18,Running,2026-04-03 20:25:54,20,Friday,0,4,2,1,10.75,1.41,0
EV_0004,DRV_002,TRIP_002056,MG,Windsor EV,2026,0,1800,52.9,449,100.0,134.0,7571.56,30.03,30.03,93.39,364.49,39.25,1653,0,Slow AC,5.4,587.78,3.84,13.38,187.61,129.37,67.3,59.42,5.71,20,1,3.54,0.48,Sport,41.37,0,71.33,72.03,Chennai,Bangalore,Mixed,Low,1478.01,13.59,3,63.65,33.99,71.64,Cloudy,20.68,Good,1,0,Monsoon,Good,0,88,32.37,70.0,50.73,52.5,4,22.52,Running,2025-06-03 12:22:30,12,Tuesday,0,6,2,1,12.15,411.27,0
EV_0001,DRV_007,TRIP_002057,MG,ZS EV,2020,6,1540,50.3,461,129.0,174.33,108904.41,92.81,92.81,85.15,394.47,47.55,713,0,Slow AC,6.41,470.83,3.72,32.71,238.1,323.45,138.56,110.52,6.17,7,6,14.76,0.67,Normal,58.49,1,137.38,74.58,Pune,Mumbai,Highway,Medium,1406.15,4.08,3,29.43,33.0,67.59,Rainy,0.34,Wet,1,0,Winter,Good,0,108,35.09,77.5,55.35,55.07,9,150.76,Running,2026-11-09 23:24:56,23,Monday,0,11,4,1,19.09,33.85,0
EV_0018,DRV_001,TRIP_002058,Mahindra,XUV BXO EV,2025,1,1400,40.0,456,100.0,148.0,147252.4,94.85,94.85,87.33,315.14,37.51,2667,0,DC Fast,87.07,27.56,11.53,88.65,161.79,481.2,48.11,33.73,3.01,6,0,72.86,0.97,Eco,78.97,0,547.91,974.64,Chennai,Chennai,Mixed,High,1031.54,10.4,1,70.93,34.52,75.08,Rainy,19.55,Wet,1,0,Winter,Good,0,89,31.68,89.0,48.82,40.64,4,168.69,Running,2026-01-29 06:07:19,6,Thursday,0,1,1,0,9.42,1.42,0
EV_0014,DRV_003,TRIP_002059,MG,ZS EV,2021,5,1540,50.3,461,129.0,174.33,98135.78,83.59,83.59,82.11,527.57,31.86,1973,0,Slow AC,4.89,617.18,6.7,20.04,130.42,531.84,50.83,50.27,5.23,20,9,12.65,0.43,Eco,30.81,0,153.64,183.38,Coimbatore,Pune,City,Medium,2111.22,4.3,6,41.18,27.76,68.73,Sunny,34.89,Good,0,0,Monsoon,Warning,0,254,33.49,60.0,40.28,44.17,5,134.97,Garage,2025-09-23 20:54:23,20,Tuesday,0,9,3,1,20.72,101.28,0
EV_0003,DRV_005,TRIP_002060,Tata,Punch EV,2025,1,1300,40.0,350,95.0,127.0,88177.35,77.07,77.07,93.61,310.87,32.87,1097,0,Fast AC,16.71,143.63,3.72,3.22,144.25,336.6,60.64,55.31,1.52,1,12,2.37,0.09,Normal,75.44,0,22.33,24.22,Pune,Kochi,Mixed,Low,613.64,8.22,4,0.83,26.67,40.92,Sunny,6.77,Good,0,0,Winter,Good,0,107,32.55,96.5,41.22,42.41,7,101.76,Running,2025-11-09 14:14:12,14,Sunday,1,11,4,1,8.22,32.93,0
EV_0010,DRV_005,TRIP_002061,MG,ZS EV,2019,7,1540,50.3,461,129.0,174.33,80532.86,25.04,25.04,81.2,483.06,35.53,1199,0,Slow AC,3.09,976.7,2.19,16.26,139.95,148.47,24.24,23.0,5.09,12,13,71.25,0.05,Normal,41.23,0,116.19,303.1,Delhi,Pune,City,High,2019.77,6.38,40,37.77,32.17,70.53,Sunny,25.22,Good,1,0,Winter,Warning,0,340,25.2,68.0,51.97,42.65,8,98.18,Running,2026-01-17 07:58:07,7,Saturday,1,1,1,1,22.2,732.13,0
EV_0012,DRV_009,TRIP_002062,MG,ZS EV,2026,0,1540,50.3,461,129.0,174.33,116315.79,59.67,59.67,96.06,757.68,31.19,986,0,Fast AC,11.47,263.12,9.34,3.37,184.24,268.75,83.59,72.99,7.21,11,13,63.42,0.75,Normal,36.87,0,18.28,15.03,Hyderabad,Delhi,Mixed,High,1274.47,3.97,5,23.29,25.2,47.96,Stormy,6.24,Damaged,0,0,Monsoon,Good,0,214,39.38,83.5,49.65,41.97,2,117.97,Running,2025-07-23 09:44:43,9,Wednesday,0,7,3,1,6.61,106.12,0
EV_0007,DRV_007,TRIP_002063,MG,Windsor EV,2020,6,1800,52.9,449,100.0,134.0,81557.23,71.51,71.51,87.32,326.43,30.04,170,0,DC Fast,288.23,11.01,6.85,16.31,215.18,537.18,105.24,86.65,5.53,14,15,12.49,0.98,Eco,32.91,1,75.81,52.49,Pune,Hyderabad,Highway,Medium,1727.11,3.79,2,48.84,20.86,74.75,Sunny,3.82,Good,0,0,Winter,Warning,0,242,38.48,67.0,40.89,37.95,8,48.84,Running,2026-02-06 10:54:44,10,Friday,0,2,1,1,20.42,3.14,1
EV_0008,DRV_003,TRIP_002064,MG,Windsor EV,2022,4,1800,52.9,449,100.0,134.0,162370.64,59.6,59.6,87.09,607.92,44.51,1048,0,Slow AC,4.97,638.63,1.71,67.6,163.06,295.4,23.25,19.25,1.4,13,10,3.35,0.8,Eco,54.8,0,414.55,1292.1,Hyderabad,Delhi,City,Low,505.38,12.58,39,0.24,38.61,50.02,Sunny,20.77,Good,1,0,Winter,Good,0,183,26.93,72.5,51.71,55.46,0,22.93,Running,2026-10-29 14:52:24,14,Thursday,0,10,4,0,12.1,258.01,0
EV_0010,DRV_006,TRIP_002065,Mahindra,XEV 9S,2026,0,2150,79.0,679,210.0,282.0,70153.16,57.46,57.46,95.39,311.89,39.49,1152,0,Fast AC,13.85,342.24,1.41,3.32,200.37,350.49,37.09,36.88,0.86,12,14,13.46,0.06,Sport,52.42,0,16.57,26.96,Chennai,Mumbai,City,Medium,2149.0,13.11,15,32.27,34.58,81.42,Cloudy,53.84,Good,1,0,Summer,Good,0,27,26.42,82.0,59.23,48.99,0,128.89,Running,2025-03-03 13:09:00,13,Monday,0,3,1,1,5.65,145.59,0
EV_0009,DRV_003,TRIP_002066,Mahindra,BE 6,2025,1,1950,59.0,683,170.0,228.0,1533.43,16.28,16.28,94.06,760.14,47.8,980,1,Slow AC,4.9,722.45,5.37,31.03,256.06,78.16,130.23,114.49,2.82,15,4,87.39,0.06,Sport,55.54,1,121.19,63.51,Chennai,Coimbatore,Highway,High,1746.46,9.6,4,96.49,35.12,76.99,Sunny,26.08,Good,1,0,Monsoon,Good,0,139,35.04,75.5,66.29,59.16,5,113.87,Running,2026-09-10 07:08:29,7,Thursday,0,9,3,0,11.86,604.84,0
EV_0012,DRV_001,TRIP_002067,Mahindra,BE 6,2024,2,1950,59.0,683,170.0,228.0,80380.05,74.14,74.14,93.03,758.08,46.89,614,0,Fast AC,14.43,245.32,9.51,12.3,197.33,461.91,51.9,49.69,2.37,10,11,82.7,0.53,Eco,56.39,0,62.32,75.25,Chennai,Bangalore,City,High,556.26,6.36,12,21.53,37.56,72.22,Sunny,31.94,Good,1,0,Monsoon,Good,0,20,33.63,81.0,60.82,56.02,5,122.92,Running,2025-09-05 20:28:12,20,Friday,0,9,3,1,11.24,63.44,0
EV_0001,DRV_005,TRIP_002068,Tata,Punch EV,2022,4,1300,40.0,350,95.0,127.0,101740.93,41.87,41.87,88.36,498.36,41.63,909,0,Slow AC,6.38,376.18,8.47,5.95,138.51,190.44,50.48,44.87,7.46,10,7,16.87,0.47,Normal,47.12,0,42.95,57.43,Mumbai,Bangalore,Mixed,Medium,807.22,13.0,0,35.96,31.5,93.1,Sunny,58.82,Good,1,0,Winter,Good,0,238,37.96,77.0,51.35,44.81,2,179.27,Running,2025-12-18 00:50:35,0,Thursday,0,12,4,1,12.16,218.67,0
EV_0008,DRV_004,TRIP_002069,Mahindra,XUV BXO EV,2019,7,1400,40.0,456,100.0,148.0,160882.4,67.32,67.32,84.16,750.48,28.23,461,0,Slow AC,4.05,592.59,11.66,7.59,148.73,371.52,81.21,59.51,3.87,3,4,4.52,0.01,Normal,76.39,1,51.06,51.48,Pune,Hyderabad,Highway,Low,586.56,12.75,1,30.7,22.42,67.99,Sunny,18.72,Good,0,0,Summer,Good,0,181,27.73,81.5,43.98,33.18,10,45.26,Running,2026-05-19 22:35:22,22,Tuesday,0,5,2,1,19.59,193.66,0
EV_0009,DRV_003,TRIP_002070,Tata,Punch EV,2022,4,1300,40.0,350,95.0,127.0,84619.92,86.93,86.93,89.35,635.83,42.7,660,0,DC Fast,183.95,13.05,6.76,5.12,128.68,425.6,43.91,31.32,7.53,17,13,13.02,0.24,Normal,23.91,0,39.8,76.25,Mumbai,Coimbatore,City,Medium,533.22,7.69,29,45.93,35.05,67.55,Sunny,22.91,Good,1,0,Winter,Good,0,342,39.7,66.5,52.09,51.89,2,26.04,Running,2026-02-15 13:01:59,13,Sunday,1,2,1,1,14.54,1.71,0
EV_0002,DRV_009,TRIP_002071,MG,ZS EV,2026,0,1540,50.3,461,129.0,174.33,114716.48,80.49,80.49,88.09,324.8,36.88,2978,0,DC Fast,246.61,12.24,7.86,8.0,157.33,424.53,43.45,33.99,4.46,11,11,6.62,0.85,Normal,48.12,0,50.83,89.73,Hyderabad,Hyderabad,City,Medium,351.99,5.28,23,72.64,31.84,59.55,Rainy,3.77,Wet,1,0,Winter,Good,0,42,35.51,83.5,42.04,45.02,5,177.32,Garage,2026-01-08 18:03:19,18,Thursday,0,1,1,1,10.85,2.39,0
EV_0014,DRV_001,TRIP_002072,Tata,Curvv EV,2023,3,1500,55.0,502,123.0,165.0,221143.77,87.25,87.25,92.26,580.78,33.54,434,0,DC Fast,182.64,18.07,2.29,1.81,171.72,459.11,88.52,83.96,6.1,2,15,10.57,0.67,Sport,55.2,1,10.56,7.55,Bangalore,Hyderabad,Highway,Medium,308.8,0.99,5,75.08,21.12,53.56,Rainy,7.23,Wet,0,0,Monsoon,Good,0,177,30.75,91.0,50.28,39.27,4,5.54,Running,2026-09-11 22:47:06,22,Friday,0,9,3,1,8.68,2.3,0
EV_0011,DRV_004,TRIP_002073,MG,ZS EV,2020,6,1540,50.3,461,129.0,174.33,197505.66,15.3,15.3,80.04,450.28,35.68,1991,1,Fast AC,8.07,373.98,14.85,2.88,147.07,86.33,49.09,38.87,6.02,5,3,20.0,0.59,Eco,67.44,0,19.59,30.24,Chennai,Kochi,Mixed,Medium,2390.58,6.29,3,48.68,32.9,81.67,Cloudy,57.83,Good,1,0,Winter,Good,0,103,26.13,80.5,53.23,50.08,7,112.22,Running,2026-12-07 16:31:14,16,Monday,0,12,4,1,18.11,316.76,0
EV_0009,DRV_007,TRIP_002074,Tata,Curvv EV,2025,1,1500,55.0,502,123.0,165.0,17537.35,40.82,40.82,91.66,474.96,31.25,1584,0,DC Fast,189.74,17.39,6.8,1.5,124.35,296.62,30.16,22.5,4.27,13,5,3.93,0.43,Eco,53.69,0,12.04,32.11,Bangalore,Pune,City,Low,2299.0,10.4,32,10.92,22.94,45.8,Sunny,55.62,Good,0,0,Summer,Good,0,52,25.87,78.5,37.51,42.55,4,155.39,Running,2025-04-08 05:06:42,5,Tuesday,0,4,2,1,10.96,10.29,0
EV_0014,DRV_001,TRIP_002075,MG,Windsor EV,2024,2,1800,52.9,449,100.0,134.0,155101.15,1.12,1.12,93.18,776.33,28.3,704,0,Fast AC,21.14,150.14,13.86,92.63,200.07,4.52,84.44,82.7,5.04,0,1,65.22,0.75,Normal,83.38,0,462.97,335.89,Bangalore,Coimbatore,Mixed,High,921.9,12.43,3,61.6,22.6,61.89,Cloudy,19.5,Good,0,0,Monsoon,Good,0,120,32.12,96.0,39.3,38.2,9,40.04,Running,2026-06-11 09:22:36,9,Thursday,0,6,2,0,10.45,148.46,0
EV_0014,DRV_004,TRIP_002076,Tata,Punch EV,2024,2,1300,40.0,350,95.0,127.0,156157.56,45.58,45.58,87.71,687.69,25.63,2073,0,DC Fast,200.18,11.99,9.95,3.47,106.93,268.54,17.31,16.08,1.55,1,9,33.61,0.65,Eco,79.85,0,32.47,121.16,Pune,Bangalore,City,High,1256.86,1.51,26,47.95,23.84,65.76,Sunny,50.42,Good,0,0,Winter,Good,0,365,36.72,94.5,35.04,34.07,0,17.31,Garage,2025-01-21 08:33:05,8,Tuesday,0,1,1,1,5.45,6.52,0
EV_0020,DRV_010,TRIP_002077,MG,Comet EV,2025,1,815,17.3,230,41.42,41.42,106703.04,99.34,99.34,94.07,427.81,40.73,982,0,Slow AC,6.4,162.19,4.17,1.3,152.0,270.57,109.99,91.34,5.39,3,5,18.25,0.51,Eco,70.33,1,8.54,5.61,Mumbai,Kochi,Highway,Medium,150.28,3.38,1,81.72,34.05,82.93,Sunny,36.33,Good,1,0,Monsoon,Good,0,118,38.76,93.5,48.89,54.61,4,132.64,Running,2026-07-07 05:12:02,5,Tuesday,0,7,3,1,6.61,1.07,0
EV_0017,DRV_009,TRIP_002078,Mahindra,XEV 9S,2019,7,2150,79.0,679,210.0,282.0,40785.43,72.2,72.2,75.03,548.8,40.06,2743,0,DC Fast,283.91,16.7,1.12,95.64,167.56,526.63,18.7,18.57,5.93,9,4,18.45,0.79,Normal,58.21,0,570.79,1844.23,Delhi,Pune,City,Medium,826.33,10.73,8,42.13,32.92,73.18,Sunny,57.52,Good,1,0,Monsoon,Good,0,190,37.56,72.5,45.57,51.31,2,186.02,Running,2026-06-28 01:24:03,1,Sunday,1,6,2,0,18.12,4.64,0
EV_0008,DRV_007,TRIP_002079,Mahindra,BE 6,2026,0,1950,59.0,683,170.0,228.0,116881.12,54.68,54.68,96.92,588.02,42.67,769,0,Slow AC,3.05,1160.66,4.11,1.16,177.43,378.87,50.15,37.86,2.09,7,3,4.65,0.32,Eco,75.23,0,6.55,10.38,Chennai,Mumbai,Mixed,Low,1895.38,9.47,1,38.78,32.62,88.45,Sunny,46.04,Good,1,0,Winter,Good,0,68,28.8,89.5,56.35,51.83,4,55.95,Running,2025-11-01 13:20:07,13,Saturday,1,11,4,1,6.39,526.01,0
EV_0012,DRV_008,TRIP_002080,MG,ZS EV,2019,7,1540,50.3,461,129.0,174.33,36341.19,40.95,40.95,74.03,537.47,33.26,2992,0,DC Fast,113.56,26.58,4.39,3.09,155.68,218.27,35.16,26.03,4.41,10,9,18.57,0.78,Sport,53.27,0,19.87,45.8,Mumbai,Bangalore,City,Medium,2021.02,4.05,6,65.0,31.31,91.95,Rainy,33.86,Wet,1,0,Winter,Warning,0,322,36.41,71.0,52.41,42.07,4,24.2,Running,2026-01-23 16:59:12,16,Friday,0,1,1,1,20.24,15.7,0
EV_0003,DRV_009,TRIP_002081,MG,ZS EV,2024,2,1540,50.3,461,129.0,174.33,156821.12,5.03,5.03,85.72,666.31,33.71,2569,1,DC Fast,35.35,85.37,12.16,0.25,192.21,21.72,117.86,108.65,7.2,11,7,22.41,0.24,Sport,45.9,1,1.31,0.72,Delhi,Hyderabad,Highway,High,2251.05,7.1,0,39.49,23.51,29.1,Sunny,25.12,Good,0,0,Winter,Good,0,352,32.62,79.5,53.57,42.92,0,163.69,Running,2026-12-26 07:23:43,7,Saturday,1,12,4,1,9.7,81.08,0
EV_0006,DRV_010,TRIP_002082,MG,ZS EV,2023,3,1540,50.3,461,129.0,174.33,51632.15,92.38,92.38,93.54,486.38,38.43,114,0,Slow AC,4.3,701.86,7.25,6.08,172.29,444.93,85.82,72.53,0.98,13,4,9.03,0.57,Normal,65.06,1,35.3,29.2,Bangalore,Bangalore,Highway,Medium,543.86,5.11,5,65.81,29.04,45.42,Sunny,56.72,Good,0,0,Summer,Good,0,59,30.45,74.5,47.11,47.23,9,97.25,Garage,2026-05-11 17:36:32,17,Monday,0,5,2,1,16.24,53.48,0
EV_0015,DRV_010,TRIP_002083,Tata,Punch EV,2025,1,1300,40.0,350,95.0,127.0,84852.27,89.98,89.98,94.3,320.35,35.01,925,0,Fast AC,8.83,271.8,0.69,2.63,148.55,381.6,54.6,42.01,7.57,5,3,5.04,0.97,Normal,62.79,0,17.7,25.28,Pune,Bangalore,City,Medium,1268.9,3.81,32,36.16,31.13,55.67,Cloudy,41.0,Good,1,0,Summer,Good,0,351,25.6,90.5,50.54,49.4,2,169.45,Garage,2025-05-10 14:11:35,14,Saturday,1,5,2,1,5.8,27.23,0
EV_0002,DRV_009,TRIP_002084,Mahindra,XEV 9S,2019,7,2150,79.0,679,210.0,282.0,154505.8,25.17,25.17,76.08,655.86,39.7,2481,0,Fast AC,21.73,218.13,11.25,0.33,212.5,144.77,43.25,30.44,1.73,17,7,12.04,0.12,Eco,50.31,0,1.55,3.06,Mumbai,Mumbai,City,Medium,1669.05,10.11,30,96.78,31.72,84.73,Rainy,6.6,Wet,1,0,Summer,Warning,0,39,28.89,60.5,48.62,54.22,9,38.53,Running,2026-05-16 08:19:21,8,Saturday,1,5,2,1,26.11,163.23,0
